ComplaintID,Date,Time,Province,District,CustomerType,CustomerPlan,ComplaintChannel,ComplaintText,Language,Category,SubCategory,Priority,Severity,Department,Status,AssignedEngineer,Resolution,ResolutionHours,Escalated,DuplicateTicket,Sentiment,CustomerRating,NetworkTechnology,DeviceType,RouterBrand,EstimatedCost,AISummary
NTC-202603-014077,2026-03-21,04:11:16,Gandaki,Kaski,Government,GovNet Enterprise Fiber 100Mbps,Call Center (198),One-way audio issue during voice calls; caller cannot hear my voice.,English,Voice Call,One-Way Audio,Critical,Medium,Mobile Team,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,True,Angry,,4G,4G CPE Router,N/A,6634.03,Voice call quality degradation or call establishment failure.
NTC-202607-011197,2026-07-21,01:49:09,Lumbini,Dang,Government,GovNet Dedicated 50Mbps,Social Media,"Connection stable chaina, drop packets dherai dekhiyo router status ma.",Nepali-English,Packet Loss,Interface Error Frames,Critical,Medium,Network Operations,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,MiFi Dongle,Unknown/Generic,4631.01,Significant packet drop detected on connection link.
NTC-202607-008211,2026-07-17,14:10:34,Sudurpashchim,Dadeldhura,Business,Biz 4G Pro,Mobile App,"Respected Sir, Bihan ko time ping thik hunchha, diuso dekhi high ping le problem diyo.",Nepali-English,High Ping,Packet Routing Delay,Medium,Medium,Internet Support,Resolved,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,39.63,False,False,Neutral,4,4G,Smartphone,N/A,184.98,High latency/ping spikes affecting real-time network traffic.
NTC-202607-003629,2026-07-10,11:30:00,Gandaki,Nawalpur,Residential,Fiber 50Mbps,Web Portal,one-way audio issue during voice calls; caller cannot hear my voice. kindly check.,English,Voice Call,One-Way Audio,Medium,Medium,Mobile Team,Resolved,Eng. Nabin Chaudhary,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,25.7,False,True,Neutral,4,4G,4G CPE Router,N/A,114.08,Voice call quality degradation or call establishment failure.
NTC-202606-013299,2026-06-01,05:35:25,Gandaki,Gorkha,Government,Secured Intranet SLA,Mobile App,"Problem report - Internet dammi slow cha, 200Mbps ko package ho tara speed 5Mbps ni aaudaina. Waiting for reply.",Nepali-English,Internet Slow,Bandwidth Throttled,Critical,Medium,Internet Support,Resolved,Eng. Prakash Maharjan,Field team dispatched to site in Gorkha. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,0.76,True,False,Frustrated,5,4G,Smartphone,N/A,4613.84,Customer experiencing lower than subscribed bandwidth speed.
NTC-202602-010367,2026-02-06,00:26:12,Gandaki,Lamjung,Business,Biz 4G Pro,SMS Alert,"FIBER KO MAIN BOX LINE MISSING XA, POWER INDICATOR NAYI LIGHT BAALDAINA.",Nepali-English,ONT Offline,Adapter Blown,High,High,Fiber Team,Closed,Eng. Sita Adhikari,Recharge transaction re-processed manually via payment clearing system; customer account credited.,8.34,False,False,Angry,1,FTTH,Wi-Fi Router,Unknown/Generic,1670.64,ONT optical terminal offline or unregistered.
NTC-202604-001357,2026-04-04,17:56:45,Madhesh,Rautahat,Corporate,Dedicated Internet 100Mbps,Call Center (198),Urgent: Internet line arko manche ko naam ma transfer garna k k document chahinchha? Thanks.,Nepali-English,Others,Name Transfer Inquiry,Low,Low,Customer Care,Resolved,Eng. Ramesh Shrestha,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,34.43,False,False,Happy,5,FTTH,Smartphone,D-Link,250.45,General inquiry or non-technical support ticket.
NTC-202607-005003,2026-07-14,05:03:39,Sudurpashchim,Dadeldhura,Residential,Fiber 200Mbps,Social Media,Complain: RADIUS server error le गर्दा session establish bhayena.,Nepali-English,Authentication,PPPoE Auth Invalid Password,High,High,Network Operations,Resolved,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,15.43,False,False,Frustrated,3,ADSL,Wi-Fi Router,Huawei,2074.32,PPPoE or RADIUS AAA authentication rejection.
NTC-202607-011635,2026-07-05,19:45:43,Sudurpashchim,Kailali,Business,BizFiber 150Mbps,Mobile App,Username password correct hunda pani log-in huna sakina optical connection ma. Please fix ASAP.,Nepali-English,Authentication,PPPoE Auth Invalid Password,High,High,Network Operations,Resolved,Eng. Unassigned,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,6.69,False,False,Angry,4,ADSL,4G CPE Router,D-Link,2237.49,PPPoE or RADIUS AAA authentication rejection.
NTC-202606-005824,2026-06-11,22:34:04,Gandaki,Syangja,Residential,4G Unlimited Pack,Social Media,"ROUTER KO LAN PORT CHALENA, CABLE JODA NI LINK LIGHT BALDAINA.",Nepali-English,Router Issue,Overheating ONT,Medium,Medium,Internet Support,Resolved,Eng. Ramesh Shrestha,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,42.15,False,False,Neutral,4,FTTH,MiFi Dongle,Netgear,461.26,Hardware or firmware malfunction reported on customer premises router.
NTC-202604-014261,2026-04-10,14:59:31,Lumbini,Rupandehi,Government,GovNet Enterprise Fiber 100Mbps,SMS Alert,"URGENT: DNS PROBLEM AAYO, GOOGLE PING HUNCHHA TARA DOMAIN RESOLUTION HUDAINA.",Nepali-English,DNS,CDN Routing Failure,Critical,Medium,Network Operations,Escalated,Eng. Unassigned,Pending investigation by assigned field team.,0.0,True,False,Angry,,5G,Fiber Media Converter,N/A,7414.09,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202607-005671,2026-07-18,06:29:35,Bagmati,Bhaktapur,Government,Secured Intranet SLA,Mobile App,Ghar sarnu pareko le internet conection shifting garidine application.,Nepali-English,Others,Name Transfer Inquiry,Low,Low,Customer Care,Closed,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,42.06,False,True,Happy,5,FTTH,Wi-Fi Router,Tenda,101.72,General inquiry or non-technical support ticket.
NTC-202604-003113,2026-04-06,04:16:10,Karnali,Jumla,Business,BizFiber 150Mbps,Web Portal,eSIM profile QR code scan failed with registration error. Service pending.,English,SIM Activation,MNP Porting Delay,Medium,Medium,Mobile Team,Resolved,Eng. Sita Adhikari,Field team dispatched to site in Jumla. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,41.72,False,False,Frustrated,2,5G,4G CPE Router,N/A,288.73,SIM card provisioning or KYC activation issue.
NTC-202604-000183,2026-04-21,13:13:01,Koshi,Udayapur,Government,GovNet Enterprise Fiber 100Mbps,Web Portal,SIM card suddenly showing 'SIM Rejected' / 'MM#2 blocked' status.,English,SIM Blocked,PUK Code Locked,Critical,High,Mobile Team,In Progress,Eng. Nabin Chaudhary,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,4G,ONT Optical Router,N/A,5770.12,SIM line locked or blocked due to security/inactivity.
NTC-202604-013293,2026-04-17,09:58:05,Gandaki,Tanahu,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,"Urgent: 5GHz WiFi SSID disappeared completely, only 2.4GHz is visible with weak signal.",English,Weak WiFi,Frequency Interference,Low,Low,Internet Support,Escalated,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,FTTH,4G CPE Router,D-Link,92.77,Wi-Fi signal propagation issues inside customer premises.
NTC-202604-010005,2026-04-26,07:31:24,Koshi,Morang,Residential,Fiber 200Mbps,Web Portal,Default NTC DNS servers 202.45.144.3 timing out continuously.,English,DNS,DNS Server Timeout,Medium,Medium,Network Operations,Resolved,Eng. Bikash Thapa,KYC documents manually verified in billing engine system and SIM profile activated.,38.6,False,False,Frustrated,1,FTTH,Wi-Fi Router,ZTE,193.88,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202602-000856,2026-02-25,14:13:57,Madhesh,Rautahat,Residential,Fiber 200Mbps,Social Media,"sim card active gardidinus, citizenship verification update bho bhaneko thiyo.",Nepali-English,SIM Activation,New SIM No Service,Medium,Medium,Mobile Team,In Progress,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,MiFi Dongle,N/A,398.08,SIM card provisioning or KYC activation issue.
NTC-202607-012638,2026-07-28,16:24:26,Madhesh,Dhanusha,Government,GovNet Enterprise Fiber 100Mbps,Mobile App,"Dear NTC, Ghar agadi ko fiber cable katyo road contractor le. Net sabai banda bhayo. Waiting for reply.",Nepali-English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,Resolved,Eng. Sunita Tamang,Recharge transaction re-processed manually via payment clearing system; customer account credited.,3.08,True,False,Angry,3,Fiber,Wi-Fi Router,Huawei,2335.34,Physical fiber optic cable break identified; field repair dispatched.
NTC-202606-004913,2026-06-27,19:49:41,Karnali,Surkhet,Government,GovNet Dedicated 50Mbps,Mobile App,"Light aada ghanta agadi gako thyo, light aaye pachi ONT router chalnai xodyo. Waiting for reply.",Nepali-English,ONT Offline,ONT Power Off,Critical,High,Fiber Team,Resolved,Eng. Unassigned,Recharge transaction re-processed manually via payment clearing system; customer account credited.,4.44,False,False,Angry,4,FTTH,Wi-Fi Router,ZTE,7286.36,ONT optical terminal offline or unregistered.
NTC-202605-012810,2026-05-13,16:46:18,Madhesh,Bara,Corporate,SLA Premium Fiber,Mobile App,Problem report - High packet latency jitter during Zoom video call meetings.,English,High Ping,International Gateway Jitter,Critical,Medium,Internet Support,Resolved,Eng. Unassigned,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,2.07,True,False,Frustrated,3,FTTH,Fiber Media Converter,Huawei,3261.25,High latency/ping spikes affecting real-time network traffic.
NTC-202606-001801,2026-06-25,05:47:57,Lumbini,Arghakhanchi,Corporate,SLA Premium Fiber,SMS Alert,No internet access via WiFi or Ethernet cable. Main server not responding.,English,Internet Down,No Broadband Access,Critical,High,Internet Support,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Fiber,Smartphone,TP-Link,4874.02,Total internet connectivity blackout reported by customer.
NTC-202606-013893,2026-06-21,08:16:37,Sudurpashchim,Kailali,Government,GovNet Dedicated 50Mbps,Call Center (198),One-way audio issue during voice calls; caller cannot hear my voice. Thanks.,English,Voice Call,VoLTE Call Drop,Critical,Medium,Mobile Team,Resolved,Eng. Anish Karki,KYC documents manually verified in billing engine system and SIM profile activated.,2.86,True,False,Frustrated,3,5G,4G CPE Router,N/A,6264.7,Voice call quality degradation or call establishment failure.
NTC-202607-010622,2026-07-28,07:33:47,Sudurpashchim,Achham,Corporate,SLA Premium Fiber,SMS Alert,"Respected Sir, Inquiry regarding ownership name transfer procedure for FTTH connection.",English,Others,Shift Connection Request,Low,Low,Customer Care,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,42.07,False,True,Neutral,5,FTTH,ONT Optical Router,Nokia,64.7,General inquiry or non-technical support ticket.
NTC-202603-005483,2026-03-31,15:26:04,Karnali,Jumla,Business,BizFiber 150Mbps,SMS Alert,Recharge scratch card pin code unreadable / damaged while scratching.,English,Recharge Issue,eSewa / Khalti API Sync Fail,Medium,Medium,Billing,In Progress,Eng. Ramesh Shrestha,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,5G,ONT Optical Router,N/A,424.06,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202603-012493,2026-03-20,00:17:53,Koshi,Dhankuta,Government,GovNet Enterprise Fiber 100Mbps,Social Media,Problem report - Fiber adapter le light baalena. ONT device offline bhayo bilkul.,Nepali-English,ONT Offline,Fiber Attenuation Fault,Critical,High,Fiber Team,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,4.42,True,False,Frustrated,4,FTTH,MiFi Dongle,Unknown/Generic,5919.25,ONT optical terminal offline or unregistered.
NTC-202607-001969,2026-07-03,06:48:56,Lumbini,Banke,Corporate,Dedicated Enterprise Fiber 1Gbps,Mobile App,Corporate dedicated link down. Immediate field engineer dispatch required as per SLA.,Nepali-English,Enterprise,SLA Violation Alert,Critical,High,Enterprise Support,Resolved,Eng. Deepa Sharma,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,2.16,True,False,Frustrated,5,Fiber,Fiber Media Converter,D-Link,2135.47,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202603-012484,2026-03-30,07:02:24,Koshi,Sunsari,Business,BizFiber 150Mbps,SMS Alert,"NTC Support, Router ethernet ports are not assigning IP via DHCP to connected LAN PC.",English,Router Issue,Continuous Rebooting,Medium,Medium,Internet Support,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,21.46,False,False,Neutral,5,ADSL,Smartphone,ZTE,143.72,Hardware or firmware malfunction reported on customer premises router.
NTC-202602-012204,2026-02-06,12:25:13,Karnali,Salyan,Business,BizFiber 300Mbps,Counter Visit,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo. Solved this fast.,Nepali-English,SIM Blocked,PUK Code Locked,Medium,High,Mobile Team,Resolved,Eng. Sunita Tamang,Field team dispatched to site in Salyan. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,20.25,False,False,Neutral,4,4G,Smartphone,N/A,56.55,SIM line locked or blocked due to security/inactivity.
NTC-202605-004698,2026-05-29,09:29:22,Koshi,Jhapa,Government,GovNet Enterprise Fiber 100Mbps,Mobile App,"FYI, ESEWA BATA RECHARGE GAREKO PAISA KATYO TARA ACCOUNT MA BALANCE CREDIT BHAYENA.",Nepali-English,Recharge Issue,eSewa / Khalti API Sync Fail,Critical,Medium,Billing,Closed,Eng. Deepa Sharma,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,4.17,True,False,Angry,5,FTTH,Fiber Media Converter,Unknown/Generic,2079.68,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202606-004988,2026-06-13,09:51:13,Gandaki,Tanahu,Residential,Fiber 200Mbps,Call Center (198),Recharge gareko mobile app ma active dakhaucha tara internet zero chalya cha.,Nepali-English,Internet Down,Unregistered PPPoE,High,High,Internet Support,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Angry,,Fiber,Smartphone,ZTE,1194.37,Total internet connectivity blackout reported by customer.
NTC-202602-004651,2026-02-06,13:40:43,Bagmati,Lalitpur,Business,BizFiber 150Mbps,Counter Visit,SIM ma PUK code maagyo mistakely PIN wrong hanera. Unlock code chahiyo.,Nepali-English,SIM Blocked,IMEI Blacklisted,Medium,High,Mobile Team,Resolved,Eng. Prakash Maharjan,KYC documents manually verified in billing engine system and SIM profile activated.,16.03,False,False,Neutral,5,5G,MiFi Dongle,N/A,7.7,SIM line locked or blocked due to security/inactivity.
NTC-202607-001160,2026-07-28,05:51:47,Bagmati,Lalitpur,Government,Secured Intranet SLA,SMS Alert,SMS pathauna khojda message send failed dinchha.,Nepali-English,SMS Failure,OTP SMS Delayed,Low,Low,Mobile Team,Closed,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,47.62,False,False,Happy,4,5G,4G CPE Router,N/A,219.65,Customer unable to send or receive SMS / OTP notifications.
NTC-202605-009406,2026-05-09,06:58:59,Gandaki,Syangja,Government,GovNet Enterprise Fiber 100Mbps,Call Center (198),USERNAME PASSWORD CORRECT HUNDA PANI LOG-IN HUNA SAKINA OPTICAL CONNECTION MA. PLEASE FIX ASAP.,Nepali-English,Authentication,RADIUS Server Timeout,Critical,High,Network Operations,Resolved,Eng. Nabin Chaudhary,Recharge transaction re-processed manually via payment clearing system; customer account credited.,2.62,True,False,Frustrated,5,ADSL,4G CPE Router,Netgear,3980.02,PPPoE or RADIUS AAA authentication rejection.
NTC-202606-011598,2026-06-21,12:32:43,Karnali,Dailekh,Corporate,Dedicated Internet 100Mbps,SMS Alert,Experiencing unbearable ping latency over 350ms while playing online games like PUBG/CSGO. Thanks.,English,High Ping,Packet Routing Delay,Critical,Medium,Internet Support,In Progress,Eng. Prakash Maharjan,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,FTTH,4G CPE Router,TP-Link,3478.19,High latency/ping spikes affecting real-time network traffic.
NTC-202604-001326,2026-04-15,18:42:15,Koshi,Dhankuta,Residential,Fiber 200Mbps,Counter Visit,MY ONT ROUTER HAS A CONTINUOUS BLINKING RED LIGHT ON LOS. INTERNET NOT WORKING SINCE MORNING.,English,LOS Red,Optical Power Low,High,High,Fiber Team,Closed,Eng. Deepa Sharma,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,17.04,False,False,Angry,1,FTTH,Fiber Media Converter,Huawei,2435.6,Loss of Signal (LOS) detected on ONT device.
NTC-202606-010289,2026-06-12,11:50:46,Madhesh,Parsa,Government,GovNet Enterprise Fiber 100Mbps,Counter Visit,Huawei router tataerakhya cha ra light haru sabai blink bhayera reset huncha.,Nepali-English,Router Issue,Overheating ONT,Critical,Medium,Internet Support,Resolved,Eng. Nabin Chaudhary,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,0.53,True,False,Frustrated,5,ADSL,ONT Optical Router,Tenda,3722.87,Hardware or firmware malfunction reported on customer premises router.
NTC-202602-013152,2026-02-09,00:59:06,Madhesh,Sarlahi,Residential,ADSL Standard,Call Center (198),"Respected Sir, Pole bata aako fiber cable chindiyo. Tarkari bari agadi fiber baangiyera bhangyo. Kindly check.",Nepali-English,Fiber Cut,Road Expansion Damage,Critical,Critical,Fiber Team,In Progress,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,True,False,Frustrated,,Enterprise Ethernet,Fiber Media Converter,N/A,5425.47,Physical fiber optic cable break identified; field repair dispatched.
NTC-202602-004797,2026-02-17,00:59:31,Koshi,Ilam,Residential,4G Unlimited Pack,Mobile App,"Heloo support team, Net dherai nai slow bho. Page open huna minute lagchha.",Nepali-English,Internet Slow,Peak Hour Degradation,Medium,Medium,Internet Support,Resolved,Eng. Sunita Tamang,Field team dispatched to site in Ilam. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,15.85,False,True,Frustrated,3,Fiber,Smartphone,Nokia,25.22,Customer experiencing lower than subscribed bandwidth speed.
NTC-202606-006797,2026-06-07,03:59:03,Koshi,Ilam,Business,Corporate Dedicated 50Mbps,Mobile App,"NTC Support, Net dherai nai slow bho. Page open huna minute lagchha. Please fix ASAP.",Nepali-English,Internet Slow,Bandwidth Throttled,Medium,Medium,Internet Support,In Progress,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,Fiber,Fiber Media Converter,ZTE,13.71,Customer experiencing lower than subscribed bandwidth speed.
NTC-202607-005809,2026-07-30,19:25:32,Karnali,Dailekh,Government,Secured Intranet SLA,Web Portal,Websites haru open hudaina DNS lookup failed bhanxa.,Nepali-English,DNS,Domain Name Unresolvable,Critical,Medium,Network Operations,Resolved,Eng. Ramesh Shrestha,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,5.96,True,False,Frustrated,5,5G,Smartphone,N/A,2881.5,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202607-014806,2026-07-12,16:52:12,Madhesh,Dhanusha,Business,Biz 4G Pro,Mobile App,"Heloo support team, Submitted KYC form 3 days ago at counter but SIM line not activated yet.",English,SIM Activation,New SIM No Service,Medium,Medium,Mobile Team,In Progress,Eng. Sunita Tamang,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,MiFi Dongle,N/A,126.22,SIM card provisioning or KYC activation issue.
NTC-202605-001456,2026-05-05,06:44:56,Lumbini,Banke,Business,Biz 4G Pro,Counter Visit,"cannot resolve specific web domains, dns probe finished bad config. urgent response needed!",English,DNS,Domain Name Unresolvable,Medium,Medium,Network Operations,Closed,Eng. Unassigned,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,24.22,False,False,Frustrated,3,FTTH,Wi-Fi Router,D-Link,134.21,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202606-005411,2026-06-29,12:49:30,Madhesh,Parsa,Corporate,Dedicated Enterprise Fiber 1Gbps,Call Center (198),"Number suspend vayecha kyc fill nagarera, instant unblock garidinu. Urgent response needed!",Nepali-English,SIM Blocked,IMEI Blacklisted,Critical,High,Mobile Team,Resolved,Eng. Unassigned,Field team dispatched to site in Parsa. Re-spliced optical fiber cable and tested optical power level (-19dBm). Link restored.,4.31,False,False,Angry,4,4G,4G CPE Router,N/A,2532.62,SIM line locked or blocked due to security/inactivity.
NTC-202602-008334,2026-02-22,17:45:25,Gandaki,Nawalpur,Corporate,SLA Premium Fiber,Mobile App,Recharge gareko mobile app ma active dakhaucha tara internet zero chalya cha. Urgent response needed!,Nepali-English,Internet Down,No Broadband Access,Critical,High,Internet Support,In Progress,Eng. Anish Karki,Pending investigation by assigned field team.,0.0,True,False,Angry,,Fiber,Smartphone,Unknown/Generic,3209.99,Total internet connectivity blackout reported by customer.
NTC-202606-002801,2026-06-03,13:46:05,Koshi,Morang,Government,GovNet Dedicated 50Mbps,Mobile App,LOS indicator is blinking red rapidly. Optical power signal seems disconnected.,English,LOS Red,Patch Cord Damaged,Critical,High,Fiber Team,Resolved,Eng. Unassigned,Rebooted port interface on OLT/BRAS gateway and refreshed PPPoE user session credentials.,3.7,False,True,Angry,3,FTTH,ONT Optical Router,D-Link,4617.32,Loss of Signal (LOS) detected on ONT device.
NTC-202607-009837,2026-07-13,07:13:01,Madhesh,Rautahat,Government,Secured Intranet SLA,Mobile App,SMS pathauna khojda message send failed dinchha.,Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,Resolved,Eng. Sita Adhikari,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,15.03,False,False,Happy,5,5G,4G CPE Router,N/A,169.6,Customer unable to send or receive SMS / OTP notifications.
NTC-202606-010333,2026-06-19,13:04:46,Sudurpashchim,Doti,Government,GovNet Dedicated 50Mbps,Call Center (198),urgent: channels play garda authorization failed error aairacha setup box ma.,Nepali-English,IPTV,Audio Out of Sync,Critical,Medium,Internet Support,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,1.46,True,True,Angry,5,FTTH,Smartphone,TP-Link,3823.63,"IPTV stream pixelation, freezing, or STB authentication failure."
NTC-202604-007617,2026-04-07,21:17:35,Gandaki,Gorkha,Corporate,Dedicated Internet 100Mbps,Call Center (198),Game khelda ping 400+ pugchha. High ping problem lagataar aairacha. Waiting for reply.,Nepali-English,High Ping,Packet Routing Delay,Critical,Medium,Internet Support,Resolved,Eng. Anish Karki,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,3.18,True,False,Angry,5,5G,4G CPE Router,N/A,6282.28,High latency/ping spikes affecting real-time network traffic.
NTC-202604-013431,2026-04-16,22:07:25,Madhesh,Dhanusha,Corporate,SLA Premium Fiber,Call Center (198),"FYI, Office ko main leased line fiber link down bho. Critical business impacted.",Nepali-English,Enterprise,Static IP Routing Drop,Critical,High,Enterprise Support,In Progress,Eng. Sita Adhikari,Pending investigation by assigned field team.,0.0,False,False,Angry,,Enterprise Ethernet,Smartphone,N/A,6206.43,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202607-007816,2026-07-28,16:32:25,Gandaki,Lamjung,Business,BizFiber 300Mbps,Mobile App,Websites haru open hudaina DNS lookup failed bhanxa.,Nepali-English,DNS,CDN Routing Failure,Medium,Medium,Network Operations,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,4G CPE Router,N/A,298.96,Primary/Secondary DNS server resolution failure for target domain names.
NTC-202603-004379,2026-03-25,00:25:12,Karnali,Jumla,Business,Corporate Dedicated 50Mbps,Counter Visit,Problem report - Naya connection line lina bill payment counter kata chha?,Nepali-English,Others,Name Transfer Inquiry,Low,Low,Customer Care,Closed,Eng. Bikash Thapa,Recharge transaction re-processed manually via payment clearing system; customer account credited.,24.45,False,False,Neutral,5,4G,Wi-Fi Router,N/A,462.45,General inquiry or non-technical support ticket.
NTC-202604-008922,2026-04-05,01:50:14,Koshi,Sunsari,Government,Secured Intranet SLA,Counter Visit,RECHARGE CARD KO 16 DIGIT PIN NUMERIC CARD SCRATCH GARDA DHYABAI METIYO.,Nepali-English,Recharge Issue,Payment Deducted But Not Credited,Critical,Medium,Billing,Resolved,Eng. Prakash Maharjan,Adjusted WiFi radio channel frequencies and updated router firmware to resolve stability issue.,1.01,False,False,Angry,3,ADSL,Wi-Fi Router,Netgear,7164.1,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202603-011911,2026-03-15,21:59:44,Sudurpashchim,Dadeldhura,Government,Secured Intranet SLA,SMS Alert,Urgent: Recharge card ko 16 digit pin numeric card scratch garda dhyabai metiyo.,Nepali-English,Recharge Issue,eSewa / Khalti API Sync Fail,Critical,Medium,Billing,Pending,Eng. Unassigned,Pending investigation by assigned field team.,0.0,False,False,Frustrated,,4G,4G CPE Router,N/A,7738.73,Recharge/Top-up transaction success in payment portal but uncredited in billing Engine.
NTC-202605-006717,2026-05-12,06:55:46,Lumbini,Kapilvastu,Business,BizFiber 300Mbps,Web Portal,"HELOO SUPPORT TEAM, NOKIA ONT BOX MA LOS RED LIGHT BALEKO CHHA. CABLE SAB THIK DEKHINCHA TARA NET AAYENA. KINDLY CHECK.",Nepali-English,LOS Red,Blinking Red LOS Light,High,High,Fiber Team,Resolved,Eng. Unassigned,Recharge transaction re-processed manually via payment clearing system; customer account credited.,14.5,False,False,Frustrated,3,FTTH,Smartphone,D-Link,934.09,Loss of Signal (LOS) detected on ONT device.
NTC-202604-010129,2026-04-14,20:21:17,Karnali,Dailekh,Business,Biz 4G Pro,SMS Alert,requesting official vat tax invoice copy for tax filing purposes.,English,Billing,Duplicate Payment Deducted,Low,Low,Billing,Resolved,Eng. Deepa Sharma,Recharge transaction re-processed manually via payment clearing system; customer account credited.,39.58,False,False,Happy,4,FTTH,Fiber Media Converter,D-Link,457.67,Billing discrepancy or customer account tariff dispute.
NTC-202607-003737,2026-07-25,12:43:05,Lumbini,Palpa,Business,Biz 4G Pro,SMS Alert,Corporate dedicated link down. Immediate field engineer dispatch required as per SLA. Urgent response needed!,Nepali-English,Enterprise,SLA Violation Alert,High,High,Enterprise Support,Resolved,Eng. Ramesh Shrestha,Recharge transaction re-processed manually via payment clearing system; customer account credited.,16.66,False,False,Frustrated,1,Fiber,Fiber Media Converter,Huawei,2444.95,Dedicated enterprise leased link outage reported with high SLA priority.
NTC-202603-002262,2026-03-20,21:28:24,Lumbini,Palpa,Residential,Fiber 200Mbps,Social Media,"Dear NTC, Aaja bihanai dekhi internet chaleyrai chhaina. Please resolve fast.",Nepali-English,Internet Down,WAN IP Disconnected,High,High,Internet Support,In Progress,Eng. Bikash Thapa,Pending investigation by assigned field team.,0.0,False,False,Angry,,Fiber,Fiber Media Converter,Unknown/Generic,1975.31,Total internet connectivity blackout reported by customer.
NTC-202604-007430,2026-04-11,00:28:35,Lumbini,Arghakhanchi,Residential,ADSL Standard,Call Center (198),Huawei router tataerakhya chha ra light haru sabai blink bhayera reset hunchha.,Nepali-English,Router Issue,Continuous Rebooting,Medium,Medium,Internet Support,Resolved,Eng. Sita Adhikari,Replaced faulty power supply adapter unit for ONT device. Verified line online status.,43.33,False,False,Neutral,5,FTTH,Wi-Fi Router,Netgear,254.76,Hardware or firmware malfunction reported on customer premises router.
NTC-202606-004006,2026-06-01,09:50:25,Gandaki,Gorkha,Government,GovNet Dedicated 50Mbps,Counter Visit,sms pathauna khojda message send failed dinchha.,Nepali-English,SMS Failure,SMSC Center Error,Low,Low,Mobile Team,In Progress,Eng. Deepa Sharma,Pending investigation by assigned field team.,0.0,False,False,Neutral,,4G,4G CPE Router,N/A,307.55,Customer unable to send or receive SMS / OTP notifications.
